video_name,confidence,prediction,label
23_real,0.3601861298084259,0,0.0
2_fake_video_fake_audio,0.38492995500564575,0,1.0
38_real,0.37935417890548706,0,0.0
21_fake_video_fake_audio,0.3924719989299774,0,1.0
14_fake_video_fake_audio,0.3736501634120941,0,1.0
22_real,0.3951379358768463,0,0.0
44_real,0.3682577610015869,0,0.0
28_real,0.3700341582298279,0,0.0
6_real,0.3948470950126648,0,0.0
9_fake_video_fake_audio,0.3932304084300995,0,1.0
27_fake_video_fake_audio,0.37980708479881287,0,1.0
43_real,0.37146198749542236,0,0.0
16_fake_video_fake_audio,0.40398409962654114,0,1.0
19_fake_video_fake_audio,0.371074914932251,0,1.0
17_fake_video_fake_audio,0.3776499629020691,0,1.0
12_fake_video_fake_audio,0.36820828914642334,0,1.0
30_real,0.3702579140663147,0,0.0
41_fake_video_fake_audio,0.37039822340011597,0,1.0
7_fake_video_fake_audio,0.39417722821235657,0,1.0
24_fake_video_fake_audio,0.3998870551586151,0,1.0
15_fake_video_fake_audio,0.36460092663764954,0,1.0
11_fake_video_fake_audio,0.40675678849220276,0,1.0
31_real,0.42399340867996216,0,0.0
0_fake_video_fake_audio,0.38581913709640503,0,1.0
26_fake_video_fake_audio,0.3819654583930969,0,1.0
8_fake_video_fake_audio,0.38375750184059143,0,1.0
50_fake_video_fake_audio,0.39767879247665405,0,1.0
40_fake_video_fake_audio,0.39460575580596924,0,1.0
3_real,0.3925929367542267,0,0.0
35_real,0.41562420129776,0,0.0
33_fake_video_fake_audio,0.4009239375591278,0,1.0
45_fake_video_fake_audio,0.38004976511001587,0,1.0
49_fake_video_fake_audio,0.3714016079902649,0,1.0
13_real,0.38448262214660645,0,0.0
37_fake_video_fake_audio,0.3681894838809967,0,1.0
34_real,0.395050048828125,0,0.0
10_fake_video_fake_audio,0.388257771730423,0,1.0
48_fake_video_fake_audio,0.3809855580329895,0,1.0
5_fake_video_fake_audio,0.39817014336586,0,1.0
46_real,0.3745655417442322,0,0.0
20_fake_video_fake_audio,0.39177069067955017,0,1.0
36_real,0.37171846628189087,0,0.0
32_fake_video_fake_audio,0.3887759745121002,0,1.0
18_fake_video_fake_audio,0.38685041666030884,0,1.0
1_real,0.3889960050582886,0,0.0
42_real,0.3701762855052948,0,0.0
25_real,0.35680586099624634,0,0.0
4_fake_video_fake_audio,0.4046035706996918,0,1.0
47_fake_video_fake_audio,0.38376083970069885,0,1.0
29_fake_video_fake_audio,0.3693285584449768,0,1.0
39_real,0.3747272193431854,0,0.0
