video_name,confidence,prediction,label
4_fake_video_fake_audio,0.9941872358322144,1,1.0
37_fake_video_fake_audio,0.763238787651062,1,1.0
28_real,0.8755344748497009,1,0.0
42_real,0.7047346830368042,1,0.0
50_fake_video_fake_audio,0.8105010390281677,1,1.0
18_fake_video_fake_audio,0.9996891021728516,1,1.0
17_fake_video_fake_audio,0.9999974966049194,1,1.0
0_fake_video_fake_audio,0.9994693398475647,1,1.0
24_fake_video_fake_audio,0.999657392501831,1,1.0
48_fake_video_fake_audio,0.7267817258834839,1,1.0
16_fake_video_fake_audio,0.7075942754745483,1,1.0
44_real,0.6977683901786804,1,0.0
34_real,0.08621096611022949,0,0.0
26_fake_video_fake_audio,0.9999841451644897,1,1.0
15_fake_video_fake_audio,0.9992990493774414,1,1.0
32_fake_video_fake_audio,0.8162683844566345,1,1.0
20_fake_video_fake_audio,0.9999961853027344,1,1.0
11_fake_video_fake_audio,0.999963641166687,1,1.0
38_real,0.9759907126426697,1,0.0
47_fake_video_fake_audio,0.8316637277603149,1,1.0
27_fake_video_fake_audio,0.9999616146087646,1,1.0
9_fake_video_fake_audio,0.9999988079071045,1,1.0
6_real,0.8417957425117493,1,0.0
13_real,0.7286662459373474,1,0.0
25_real,0.6930429935455322,1,0.0
10_fake_video_fake_audio,0.9999979734420776,1,1.0
33_fake_video_fake_audio,0.8047847151756287,1,1.0
14_fake_video_fake_audio,0.7097646594047546,1,1.0
39_real,0.889845073223114,1,0.0
49_fake_video_fake_audio,0.9983729124069214,1,1.0
1_real,0.9988441467285156,1,0.0
3_real,0.7821245193481445,1,0.0
40_fake_video_fake_audio,0.9999135732650757,1,1.0
22_real,0.8407084941864014,1,0.0
8_fake_video_fake_audio,0.770185112953186,1,1.0
2_fake_video_fake_audio,0.9999786615371704,1,1.0
46_real,0.7104716897010803,1,0.0
35_real,0.9763200283050537,1,0.0
21_fake_video_fake_audio,0.9999998807907104,1,1.0
31_real,0.9999731779098511,1,0.0
41_fake_video_fake_audio,0.7023497223854065,1,1.0
29_fake_video_fake_audio,0.8148401379585266,1,1.0
43_real,0.6397762298583984,1,0.0
23_real,0.8554568290710449,1,0.0
5_fake_video_fake_audio,0.9997568726539612,1,1.0
45_fake_video_fake_audio,0.9980756044387817,1,1.0
30_real,0.7057802677154541,1,0.0
7_fake_video_fake_audio,0.9999994039535522,1,1.0
36_real,0.7611965537071228,1,0.0
12_fake_video_fake_audio,0.9999982118606567,1,1.0
19_fake_video_fake_audio,0.9997362494468689,1,1.0
