video_name,confidence,prediction,label
50_fake_video_fake_audio,0.5315917134284973,1,1.0
13_real,0.4586500823497772,0,0.0
46_real,0.4860827326774597,0,0.0
37_fake_video_fake_audio,0.4716203808784485,0,1.0
29_fake_video_fake_audio,0.491290807723999,0,1.0
21_fake_video_fake_audio,0.5218345522880554,1,1.0
45_fake_video_fake_audio,0.47439494729042053,0,1.0
28_real,0.49353742599487305,0,0.0
15_fake_video_fake_audio,0.4636732041835785,0,1.0
3_real,0.5087482929229736,1,0.0
14_fake_video_fake_audio,0.45769229531288147,0,1.0
36_real,0.4765678346157074,0,0.0
38_real,0.47264301776885986,0,0.0
2_fake_video_fake_audio,0.500503659248352,1,1.0
42_real,0.4689345061779022,0,0.0
26_fake_video_fake_audio,0.5160849690437317,1,1.0
22_real,0.510436475276947,1,0.0
1_real,0.49841833114624023,0,0.0
9_fake_video_fake_audio,0.5075916647911072,1,1.0
31_real,0.5223914384841919,1,0.0
25_real,0.46686744689941406,0,0.0
12_fake_video_fake_audio,0.5193770527839661,1,1.0
34_real,0.5318202972412109,1,0.0
32_fake_video_fake_audio,0.4871326982975006,0,1.0
43_real,0.4961571991443634,0,0.0
19_fake_video_fake_audio,0.501549482345581,1,1.0
24_fake_video_fake_audio,0.5167507529258728,1,1.0
41_fake_video_fake_audio,0.4660707414150238,0,1.0
5_fake_video_fake_audio,0.5138230919837952,1,1.0
23_real,0.4624570906162262,0,0.0
35_real,0.5205196142196655,1,0.0
4_fake_video_fake_audio,0.5190491080284119,1,1.0
49_fake_video_fake_audio,0.5280980467796326,1,1.0
11_fake_video_fake_audio,0.5077857971191406,1,1.0
39_real,0.5062698125839233,1,0.0
16_fake_video_fake_audio,0.4686610996723175,0,1.0
40_fake_video_fake_audio,0.5172063708305359,1,1.0
17_fake_video_fake_audio,0.5035414695739746,1,1.0
27_fake_video_fake_audio,0.4613649547100067,0,1.0
30_real,0.4811989367008209,0,0.0
6_real,0.5239507555961609,1,0.0
20_fake_video_fake_audio,0.5002894997596741,1,1.0
0_fake_video_fake_audio,0.49692806601524353,0,1.0
33_fake_video_fake_audio,0.5366843342781067,1,1.0
7_fake_video_fake_audio,0.5091389417648315,1,1.0
48_fake_video_fake_audio,0.4831112325191498,0,1.0
47_fake_video_fake_audio,0.4884483516216278,0,1.0
18_fake_video_fake_audio,0.5000860095024109,1,1.0
8_fake_video_fake_audio,0.4832363426685333,0,1.0
10_fake_video_fake_audio,0.49049830436706543,0,1.0
44_real,0.4793674945831299,0,0.0
