video_name,confidence,prediction,label
14_fake_video_fake_audio,0.9268161654472351,1,1.0
37_fake_video_fake_audio,0.9259946346282959,1,1.0
40_fake_video_fake_audio,0.009695333428680897,0,1.0
33_fake_video_fake_audio,0.9001772403717041,1,1.0
5_fake_video_fake_audio,0.9746602773666382,1,1.0
34_real,0.9064182043075562,1,0.0
21_fake_video_fake_audio,0.8821818232536316,1,1.0
24_fake_video_fake_audio,0.9081592559814453,1,1.0
38_real,0.7301322817802429,1,0.0
41_fake_video_fake_audio,0.885063648223877,1,1.0
27_fake_video_fake_audio,0.9068394303321838,1,1.0
2_fake_video_fake_audio,0.9459028244018555,1,1.0
16_fake_video_fake_audio,0.9614964127540588,1,1.0
12_fake_video_fake_audio,0.5730231404304504,1,1.0
23_real,0.9051074981689453,1,0.0
29_fake_video_fake_audio,0.9376537799835205,1,1.0
26_fake_video_fake_audio,0.9295297861099243,1,1.0
43_real,0.9372924566268921,1,0.0
25_real,0.8807008266448975,1,0.0
1_real,0.9234977960586548,1,0.0
47_fake_video_fake_audio,0.9593695998191833,1,1.0
35_real,0.9462350010871887,1,0.0
39_real,0.9443548917770386,1,0.0
45_fake_video_fake_audio,0.9706239700317383,1,1.0
0_fake_video_fake_audio,0.93086177110672,1,1.0
19_fake_video_fake_audio,0.9087327718734741,1,1.0
8_fake_video_fake_audio,0.8926442265510559,1,1.0
30_real,0.9538739919662476,1,0.0
36_real,0.8893855810165405,1,0.0
6_real,0.9668892025947571,1,0.0
17_fake_video_fake_audio,0.9441068768501282,1,1.0
22_real,0.8942486047744751,1,0.0
9_fake_video_fake_audio,0.9387598633766174,1,1.0
49_fake_video_fake_audio,0.028053540736436844,0,1.0
31_real,0.9560656547546387,1,0.0
3_real,0.9405635595321655,1,0.0
13_real,0.9387680292129517,1,0.0
4_fake_video_fake_audio,0.9742807745933533,1,1.0
15_fake_video_fake_audio,0.9296104311943054,1,1.0
48_fake_video_fake_audio,0.9673770666122437,1,1.0
7_fake_video_fake_audio,0.9452692866325378,1,1.0
32_fake_video_fake_audio,0.9484102725982666,1,1.0
20_fake_video_fake_audio,0.89846271276474,1,1.0
10_fake_video_fake_audio,0.9356688261032104,1,1.0
28_real,0.960896909236908,1,0.0
42_real,0.8703656196594238,1,0.0
50_fake_video_fake_audio,0.8193948268890381,1,1.0
46_real,0.9686692357063293,1,0.0
44_real,0.9716542363166809,1,0.0
11_fake_video_fake_audio,0.9682140350341797,1,1.0
18_fake_video_fake_audio,0.9538598656654358,1,1.0
