video_name,confidence,prediction,label
46_real,0.5185564160346985,1,0.0
49_fake_video_fake_audio,0.01525584701448679,0,1.0
23_real,0.021758953109383583,0,0.0
30_real,0.9796834588050842,1,0.0
33_fake_video_fake_audio,0.08651057630777359,0,1.0
41_fake_video_fake_audio,0.2860785722732544,0,1.0
13_real,0.00020238608703948557,0,0.0
25_real,0.3013790547847748,0,0.0
45_fake_video_fake_audio,0.09186099469661713,0,1.0
3_real,0.29793500900268555,0,0.0
50_fake_video_fake_audio,0.6892598867416382,1,1.0
19_fake_video_fake_audio,0.3344000279903412,0,1.0
47_fake_video_fake_audio,0.011324317194521427,0,1.0
35_real,0.726618766784668,1,0.0
15_fake_video_fake_audio,0.3140721917152405,0,1.0
36_real,0.09600411355495453,0,0.0
21_fake_video_fake_audio,0.23251484334468842,0,1.0
0_fake_video_fake_audio,0.45971596240997314,0,1.0
6_real,0.8731843829154968,1,0.0
48_fake_video_fake_audio,0.5465304851531982,1,1.0
43_real,0.8386987447738647,1,0.0
42_real,0.12936948239803314,0,0.0
10_fake_video_fake_audio,0.6892497539520264,1,1.0
8_fake_video_fake_audio,0.004441003780812025,0,1.0
28_real,0.00034059162135235965,0,0.0
37_fake_video_fake_audio,0.11896474659442902,0,1.0
20_fake_video_fake_audio,0.0036132032983005047,0,1.0
7_fake_video_fake_audio,0.1454727202653885,0,1.0
40_fake_video_fake_audio,0.29413822293281555,0,1.0
12_fake_video_fake_audio,0.006914050318300724,0,1.0
32_fake_video_fake_audio,0.012989602982997894,0,1.0
24_fake_video_fake_audio,0.20745863020420074,0,1.0
4_fake_video_fake_audio,0.9082515835762024,1,1.0
9_fake_video_fake_audio,0.19294311106204987,0,1.0
26_fake_video_fake_audio,2.6434980100020766e-05,0,1.0
27_fake_video_fake_audio,0.0037196550983935595,0,1.0
2_fake_video_fake_audio,0.40442541241645813,0,1.0
18_fake_video_fake_audio,0.791107177734375,1,1.0
44_real,0.08394630998373032,0,0.0
22_real,0.3421264886856079,0,0.0
11_fake_video_fake_audio,0.11288905888795853,0,1.0
5_fake_video_fake_audio,0.4610881507396698,0,1.0
39_real,0.2613837718963623,0,0.0
14_fake_video_fake_audio,0.004340463783591986,0,1.0
31_real,0.3721558153629303,0,0.0
29_fake_video_fake_audio,0.012202302925288677,0,1.0
16_fake_video_fake_audio,0.0066473037004470825,0,1.0
34_real,0.1532967984676361,0,0.0
38_real,0.8242403268814087,1,0.0
17_fake_video_fake_audio,0.31386685371398926,0,1.0
1_real,0.011376445181667805,0,0.0
