video_name,confidence,prediction,label
4_fake_video_fake_audio,0.11640376597642899,0,1.0
2_fake_video_fake_audio,0.10968296974897385,0,1.0
30_real,0.11187434196472168,0,0.0
10_fake_video_fake_audio,0.10464094579219818,0,1.0
45_fake_video_fake_audio,0.08714260905981064,0,1.0
6_real,0.10898824036121368,0,0.0
34_real,0.1082199364900589,0,0.0
4_fake_video_fake_audio,0.11640376597642899,0,1.0
20_fake_video_fake_audio,0.11322236806154251,0,1.0
45_fake_video_fake_audio,0.08714260905981064,0,1.0
6_real,0.10898824036121368,0,0.0
46_real,0.08488907665014267,0,0.0
50_fake_video_fake_audio,0.11055269092321396,0,1.0
39_real,0.10203094780445099,0,0.0
48_fake_video_fake_audio,0.08295657485723495,0,1.0
25_real,0.10174837708473206,0,0.0
33_fake_video_fake_audio,0.11017614603042603,0,1.0
34_real,0.1082199364900589,0,0.0
0_fake_video_fake_audio,0.11159101873636246,0,1.0
36_real,0.11093424260616302,0,0.0
41_fake_video_fake_audio,0.08991409838199615,0,1.0
24_fake_video_fake_audio,0.10834425687789917,0,1.0
16_fake_video_fake_audio,0.09184068441390991,0,1.0
46_real,0.08488907665014267,0,0.0
25_real,0.10174837708473206,0,0.0
12_fake_video_fake_audio,0.10389580577611923,0,1.0
47_fake_video_fake_audio,0.09541865438222885,0,1.0
26_fake_video_fake_audio,0.11223988234996796,0,1.0
19_fake_video_fake_audio,0.10147836804389954,0,1.0
40_fake_video_fake_audio,0.08961017429828644,0,1.0
42_real,0.08864405751228333,0,0.0
35_real,0.11598288267850876,0,0.0
32_fake_video_fake_audio,0.10265590250492096,0,1.0
48_fake_video_fake_audio,0.08295657485723495,0,1.0
23_real,0.1099708154797554,0,0.0
21_fake_video_fake_audio,0.11118067055940628,0,1.0
37_fake_video_fake_audio,0.09600291401147842,0,1.0
19_fake_video_fake_audio,0.10147836804389954,0,1.0
45_fake_video_fake_audio,0.08714260905981064,0,1.0
44_real,0.09304360300302505,0,0.0
36_real,0.11093424260616302,0,0.0
34_real,0.1082199364900589,0,0.0
44_real,0.09304360300302505,0,0.0
14_fake_video_fake_audio,0.09640302509069443,0,1.0
17_fake_video_fake_audio,0.09872207790613174,0,1.0
38_real,0.11336862295866013,0,0.0
18_fake_video_fake_audio,0.1070396676659584,0,1.0
42_real,0.08864405751228333,0,0.0
1_real,0.10885467380285263,0,0.0
48_fake_video_fake_audio,0.08295657485723495,0,1.0
21_fake_video_fake_audio,0.11118067055940628,0,1.0
20_fake_video_fake_audio,0.11322236806154251,0,1.0
19_fake_video_fake_audio,0.10147836804389954,0,1.0
45_fake_video_fake_audio,0.08714260905981064,0,1.0
50_fake_video_fake_audio,0.11055269092321396,0,1.0
2_fake_video_fake_audio,0.10968296974897385,0,1.0
