video_name,confidence,prediction,label
27_fake_video_fake_audio,0.9462475180625916,1,1.0
21_fake_video_fake_audio,0.9873430728912354,1,1.0
38_real,0.21368935704231262,0,0.0
35_real,0.9754972457885742,1,0.0
5_fake_video_fake_audio,0.22187797725200653,0,1.0
39_real,0.8431578874588013,1,0.0
19_fake_video_fake_audio,0.2811562716960907,0,1.0
4_fake_video_fake_audio,0.5418131947517395,1,1.0
49_fake_video_fake_audio,0.8614391088485718,1,1.0
41_fake_video_fake_audio,0.39452043175697327,0,1.0
0_fake_video_fake_audio,0.7914730906486511,1,1.0
33_fake_video_fake_audio,0.9899464249610901,1,1.0
3_real,0.7255650162696838,1,0.0
24_fake_video_fake_audio,0.784432053565979,1,1.0
47_fake_video_fake_audio,0.44939643144607544,0,1.0
31_real,0.8372800946235657,1,0.0
42_real,0.3005228340625763,0,0.0
10_fake_video_fake_audio,0.4597862660884857,0,1.0
13_real,0.3873465657234192,0,0.0
1_real,0.2520444989204407,0,0.0
6_real,0.9874306917190552,1,0.0
44_real,0.5033153891563416,1,0.0
43_real,0.16214688122272491,0,0.0
14_fake_video_fake_audio,0.08716513216495514,0,1.0
32_fake_video_fake_audio,0.5347048044204712,1,1.0
12_fake_video_fake_audio,0.5345869660377502,1,1.0
50_fake_video_fake_audio,0.9780780673027039,1,1.0
36_real,0.15103909373283386,0,0.0
37_fake_video_fake_audio,0.47004878520965576,0,1.0
16_fake_video_fake_audio,0.7768938541412354,1,1.0
30_real,0.29134246706962585,0,0.0
15_fake_video_fake_audio,0.701185405254364,1,1.0
11_fake_video_fake_audio,0.9332658648490906,1,1.0
26_fake_video_fake_audio,0.27468281984329224,0,1.0
45_fake_video_fake_audio,0.2691861391067505,0,1.0
9_fake_video_fake_audio,0.7031779289245605,1,1.0
29_fake_video_fake_audio,0.25558778643608093,0,1.0
25_real,0.7827330231666565,1,0.0
20_fake_video_fake_audio,0.5607113242149353,1,1.0
28_real,0.6837781071662903,1,0.0
2_fake_video_fake_audio,0.7345499992370605,1,1.0
18_fake_video_fake_audio,0.3759068548679352,0,1.0
22_real,0.3886960446834564,0,0.0
8_fake_video_fake_audio,0.6502801179885864,1,1.0
34_real,0.5162946581840515,1,0.0
17_fake_video_fake_audio,0.8765482306480408,1,1.0
48_fake_video_fake_audio,0.2809673547744751,0,1.0
40_fake_video_fake_audio,0.28824546933174133,0,1.0
46_real,0.41408848762512207,0,0.0
7_fake_video_fake_audio,0.6386427879333496,1,1.0
23_real,0.41380971670150757,0,0.0
