video_name,confidence,prediction,label
37_fake_video_fake_audio,0.6092321872711182,1,1.0
46_real,0.4892798960208893,0,0.0
34_real,0.7515305280685425,1,0.0
42_real,0.8109264373779297,1,0.0
40_fake_video_fake_audio,0.271524578332901,0,1.0
12_fake_video_fake_audio,0.6556337475776672,1,1.0
45_fake_video_fake_audio,0.5021746158599854,1,1.0
21_fake_video_fake_audio,0.3425486981868744,0,1.0
26_fake_video_fake_audio,0.9900103211402893,1,1.0
44_real,0.6823949217796326,1,0.0
5_fake_video_fake_audio,0.6594069600105286,1,1.0
11_fake_video_fake_audio,0.5586358904838562,1,1.0
24_fake_video_fake_audio,0.35220661759376526,0,1.0
20_fake_video_fake_audio,0.2634005844593048,0,1.0
2_fake_video_fake_audio,0.6871941089630127,1,1.0
31_real,0.5287104249000549,1,0.0
4_fake_video_fake_audio,0.31933528184890747,0,1.0
38_real,0.9088836312294006,1,0.0
17_fake_video_fake_audio,0.7067804932594299,1,1.0
35_real,0.6978413462638855,1,0.0
36_real,0.6575828194618225,1,0.0
39_real,0.8144207000732422,1,0.0
33_fake_video_fake_audio,0.5419021844863892,1,1.0
28_real,0.6576111912727356,1,0.0
41_fake_video_fake_audio,0.8687677979469299,1,1.0
3_real,0.4288439452648163,0,0.0
13_real,0.49184203147888184,0,0.0
47_fake_video_fake_audio,0.5491194128990173,1,1.0
22_real,0.4809431731700897,0,0.0
19_fake_video_fake_audio,0.5466336607933044,1,1.0
16_fake_video_fake_audio,0.5729289650917053,1,1.0
49_fake_video_fake_audio,0.4646090865135193,0,1.0
8_fake_video_fake_audio,0.7296609282493591,1,1.0
27_fake_video_fake_audio,0.5168200731277466,1,1.0
23_real,0.599465012550354,1,0.0
32_fake_video_fake_audio,0.6656123995780945,1,1.0
0_fake_video_fake_audio,0.562430202960968,1,1.0
6_real,0.08755399286746979,0,0.0
43_real,0.8601572513580322,1,0.0
14_fake_video_fake_audio,0.6842041015625,1,1.0
50_fake_video_fake_audio,0.02380000799894333,0,1.0
29_fake_video_fake_audio,0.6273010969161987,1,1.0
18_fake_video_fake_audio,0.7000659108161926,1,1.0
1_real,0.8236544132232666,1,0.0
10_fake_video_fake_audio,0.6791993379592896,1,1.0
7_fake_video_fake_audio,0.7942397594451904,1,1.0
15_fake_video_fake_audio,0.558144211769104,1,1.0
25_real,0.6353090405464172,1,0.0
30_real,0.3911450207233429,0,0.0
48_fake_video_fake_audio,0.7121610641479492,1,1.0
9_fake_video_fake_audio,0.5118972659111023,1,1.0
