video_name,confidence,prediction,label
34_real,5.498602331499569e-05,0,0.0
38_real,2.3710843777280388e-07,0,0.0
4_fake_video_fake_audio,0.035371050238609314,0,1.0
5_fake_video_fake_audio,0.10131176561117172,0,1.0
40_fake_video_fake_audio,0.0020025859121233225,0,1.0
50_fake_video_fake_audio,1.7805494280764833e-05,0,1.0
6_real,1.394889932271326e-05,0,0.0
20_fake_video_fake_audio,9.890210606045002e-08,0,1.0
28_real,2.2504714536353276e-08,0,0.0
47_fake_video_fake_audio,2.2329631974571384e-06,0,1.0
31_real,0.333712637424469,0,0.0
41_fake_video_fake_audio,6.052028567182788e-08,0,1.0
48_fake_video_fake_audio,2.0012241748190718e-06,0,1.0
43_real,7.025730155874044e-05,0,0.0
3_real,1.0160927104152506e-06,0,0.0
44_real,2.8662341833296523e-07,0,0.0
49_fake_video_fake_audio,2.8128533813287504e-07,0,1.0
15_fake_video_fake_audio,3.2900331348173495e-08,0,1.0
7_fake_video_fake_audio,0.00013438747555483133,0,1.0
26_fake_video_fake_audio,1.5434380884471466e-08,0,1.0
13_real,6.385217687920886e-08,0,0.0
12_fake_video_fake_audio,3.103743706489581e-09,0,1.0
2_fake_video_fake_audio,7.154659215302672e-06,0,1.0
32_fake_video_fake_audio,3.5288799153931905e-06,0,1.0
16_fake_video_fake_audio,4.7378787826346525e-07,0,1.0
8_fake_video_fake_audio,4.436926701600896e-07,0,1.0
23_real,2.2726619874902099e-07,0,0.0
9_fake_video_fake_audio,0.0003725522255990654,0,1.0
21_fake_video_fake_audio,2.6688919660955435e-06,0,1.0
42_real,6.896831905578438e-08,0,0.0
22_real,5.452752156998031e-05,0,0.0
19_fake_video_fake_audio,1.7959898741537472e-06,0,1.0
37_fake_video_fake_audio,4.080698001729388e-09,0,1.0
39_real,0.2914034128189087,0,0.0
11_fake_video_fake_audio,0.49010026454925537,0,1.0
1_real,7.448736027981795e-07,0,0.0
30_real,5.884163911673568e-08,0,0.0
35_real,0.9103032350540161,1,0.0
14_fake_video_fake_audio,2.1840669717221317e-08,0,1.0
0_fake_video_fake_audio,9.6883313744911e-06,0,1.0
36_real,1.3571858517025248e-06,0,0.0
17_fake_video_fake_audio,0.002712947316467762,0,1.0
33_fake_video_fake_audio,1.771689494489692e-05,0,1.0
18_fake_video_fake_audio,0.006475563161075115,0,1.0
29_fake_video_fake_audio,6.854294554159424e-08,0,1.0
46_real,1.1313261438772315e-06,0,0.0
24_fake_video_fake_audio,0.00012383318971842527,0,1.0
45_fake_video_fake_audio,4.795045356331684e-07,0,1.0
27_fake_video_fake_audio,6.688828335654762e-08,0,1.0
25_real,3.0757226454625197e-07,0,0.0
10_fake_video_fake_audio,5.301028593862611e-08,0,1.0
